epi_week,date,country,state,city,ibgeID,newDeaths,deaths,newCases,totalCases,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases,_source,last_info_date
142,2021-10-22,Brazil,PR,Foz do Iguaçu/PR,4108304,0,1161,0,44943,450.05059000000006,17421.7257,0.025830000000000002,MS,2021-11-20
142,2021-10-23,Brazil,PR,Foz do Iguaçu/PR,4108304,0,1161,0,44943,450.05059000000006,17421.7257,0.025830000000000002,MS,2021-11-20
143,2021-10-24,Brazil,PR,Foz do Iguaçu/PR,4108304,0,1161,0,44943,450.05059000000006,17421.7257,0.025830000000000002,MS,2021-11-20
143,2021-10-25,Brazil,PR,Foz do Iguaçu/PR,4108304,0,1161,0,44943,450.05059000000006,17421.7257,0.025830000000000002,MS,2021-11-20
143,2021-10-26,Brazil,PR,Foz do Iguaçu/PR,4108304,0,1161,0,44943,450.05059000000006,17421.7257,0.025830000000000002,MS,2021-11-20
143,2021-10-27,Brazil,PR,Foz do Iguaçu/PR,4108304,0,1161,0,44943,450.05059000000006,17421.7257,0.025830000000000002,MS,2021-11-20
143,2021-10-28,Brazil,PR,Foz do Iguaçu/PR,4108304,0,1161,0,44943,450.05059000000006,17421.7257,0.025830000000000002,MS,2021-11-20
143,2021-10-29,Brazil,PR,Foz do Iguaçu/PR,4108304,0,1161,0,44943,450.05059000000006,17421.7257,0.025830000000000002,MS,2021-11-20
143,2021-10-30,Brazil,PR,Foz do Iguaçu/PR,4108304,0,1161,0,44943,450.05059000000006,17421.7257,0.025830000000000002,MS,2021-11-20
144,2021-10-31,Brazil,PR,Foz do Iguaçu/PR,4108304,0,1161,0,44943,450.05059000000006,17421.7257,0.025830000000000002,MS,2021-11-20
144,2021-11-01,Brazil,PR,Foz do Iguaçu/PR,4108304,0,1161,0,44943,450.05059000000006,17421.7257,0.025830000000000002,MS,2021-11-20
144,2021-11-02,Brazil,PR,Foz do Iguaçu/PR,4108304,0,1161,0,44943,450.05059000000006,17421.7257,0.025830000000000002,MS,2021-11-20
144,2021-11-03,Brazil,PR,Foz do Iguaçu/PR,4108304,0,1161,0,44943,450.05059000000006,17421.7257,0.025830000000000002,MS,2021-11-20
144,2021-11-04,Brazil,PR,Foz do Iguaçu/PR,4108304,0,1161,0,44943,450.05059000000006,17421.7257,0.025830000000000002,MS,2021-11-20
144,2021-11-05,Brazil,PR,Foz do Iguaçu/PR,4108304,0,1161,0,44943,450.05059000000006,17421.7257,0.025830000000000002,MS,2021-11-20
144,2021-11-06,Brazil,PR,Foz do Iguaçu/PR,4108304,0,1161,0,44943,450.05059000000006,17421.7257,0.025830000000000002,MS,2021-11-20
145,2021-11-07,Brazil,PR,Foz do Iguaçu/PR,4108304,0,1161,0,44943,450.05059000000006,17421.7257,0.025830000000000002,MS,2021-11-20
145,2021-11-08,Brazil,PR,Foz do Iguaçu/PR,4108304,0,1161,0,44943,450.05059000000006,17421.7257,0.025830000000000002,MS,2021-11-20
145,2021-11-09,Brazil,PR,Foz do Iguaçu/PR,4108304,0,1161,0,44943,450.05059000000006,17421.7257,0.025830000000000002,MS,2021-11-20
145,2021-11-10,Brazil,PR,Foz do Iguaçu/PR,4108304,0,1161,0,44943,450.05059000000006,17421.7257,0.025830000000000002,MS,2021-11-20
145,2021-11-11,Brazil,PR,Foz do Iguaçu/PR,4108304,0,1161,0,44943,450.05059000000006,17421.7257,0.025830000000000002,MS,2021-11-20
145,2021-11-12,Brazil,PR,Foz do Iguaçu/PR,4108304,0,1161,0,44943,450.05059000000006,17421.7257,0.025830000000000002,MS,2021-11-20
145,2021-11-13,Brazil,PR,Foz do Iguaçu/PR,4108304,0,1161,0,44943,450.05059000000006,17421.7257,0.025830000000000002,MS,2021-11-20
146,2021-11-14,Brazil,PR,Foz do Iguaçu/PR,4108304,0,1161,0,44943,450.05059000000006,17421.7257,0.025830000000000002,MS,2021-11-20
146,2021-11-15,Brazil,PR,Foz do Iguaçu/PR,4108304,0,1161,0,44943,450.05059000000006,17421.7257,0.025830000000000002,MS,2021-11-20
146,2021-11-16,Brazil,PR,Foz do Iguaçu/PR,4108304,0,1161,0,44943,450.05059000000006,17421.7257,0.025830000000000002,MS,2021-11-20
146,2021-11-17,Brazil,PR,Foz do Iguaçu/PR,4108304,0,1161,0,44943,450.05059000000006,17421.7257,0.025830000000000002,MS,2021-11-20
146,2021-11-18,Brazil,PR,Foz do Iguaçu/PR,4108304,0,1161,0,44943,450.05059000000006,17421.7257,0.025830000000000002,MS,2021-11-20
146,2021-11-19,Brazil,PR,Foz do Iguaçu/PR,4108304,0,1161,0,44943,450.05059000000006,17421.7257,0.025830000000000002,MS,2021-11-20
146,2021-11-20,Brazil,PR,Foz do Iguaçu/PR,4108304,0,1161,0,44943,450.05059000000006,17421.7257,0.025830000000000002,MS,2021-11-20
